applicant_id,jurisdiction,region,age_group,employment_status,annual_income,debt_to_income,credit_history_years,missed_payments_12m,credit_utilization,existing_customer,customer_tenure_years,spending_volatility,requested_credit_limit,synthetic_group_proxy,prob_good_repayment,good_repayment_12m,policy_score,approval_decision
APP-00659,EU,EU_West,25-34,Full-time,71478,0.342,6.3,0,0.542,1,6.9,0.451,12300,Group_A,0.968,1,0.5203,Manual Review
APP-00660,EU,EU_Central,45-54,Full-time,135438,0.702,16.8,1,0.511,0,0,0.286,22300,Group_B,0.9757,1,0.5153,Manual Review
APP-00661,US,US_West,35-44,Full-time,75351,0.094,10,0,0.583,0,0,0.188,13100,Group_A,0.9754,1,0.5761,Manual Review
APP-00662,EU,EU_North,35-44,Full-time,115935,0.326,11.3,1,0.566,0,0,0.46,23700,Group_C,0.9504,1,0.6297,Approved
APP-00663,EU,EU_West,35-44,Full-time,137045,0.374,11.1,1,0.323,1,8.5,0.574,20900,Group_A,0.9887,1,0.4968,Manual Review
APP-00664,US,US_West,45-54,Part-time,55187,0.358,13.5,0,0.762,1,4.4,0.551,4700,Group_B,0.5284,1,0.1708,Declined
APP-00665,US,US_Midwest,45-54,Student,12094,0.699,18.9,1,0.733,0,0,0.301,3700,Group_B,0.3377,0,0.1536,Declined
APP-00666,US,US_Midwest,35-44,Part-time,56977,0.715,7.8,0,0.657,1,9.9,0.688,14300,Group_A,0.7511,1,0.3647,Declined
APP-00667,US,US_South,18-24,Full-time,88754,0.309,5.3,0,0.53,1,3.9,0.287,15000,Group_A,0.8665,1,0.5098,Manual Review
APP-00668,US,US_East,45-54,Part-time,63705,0.214,15.2,0,0.736,1,5,0.203,11400,Group_B,0.9296,1,0.5062,Manual Review
APP-00669,US,US_West,35-44,Full-time,92453,0.12,7.7,0,0.408,1,10,0.36,9900,Group_B,0.9833,1,0.5009,Manual Review
APP-00670,US,US_South,35-44,Full-time,41583,0.28,14.6,2,0.382,0,0,0.561,10700,Group_A,0.6811,1,0.3466,Declined
APP-00671,US,US_South,25-34,Full-time,45187,0.404,0.2,0,0.447,1,0.1,0.626,3300,Group_B,0.6701,0,0.3868,Declined
APP-00672,EU,EU_West,45-54,Part-time,72142,0.568,14.9,3,0.705,0,0,0.577,4700,Group_A,0.5825,1,0.2676,Declined
APP-00673,US,US_West,45-54,Full-time,96529,0.329,11.1,0,0.458,1,10.1,0.391,13500,Group_B,0.9788,1,0.556,Manual Review
APP-00674,US,US_East,18-24,Full-time,88125,0.215,3.4,2,0.433,0,0,0.293,8300,Group_A,0.8144,1,0.3443,Declined
APP-00675,US,US_East,25-34,Full-time,65200,0.305,3.1,1,0.216,0,0,0.606,11200,Group_C,0.697,1,0.3117,Declined
APP-00676,EU,EU_West,45-54,Student,49974,0.369,17,0,0.199,0,0,0.637,10500,Group_A,0.9148,1,0.5876,Approved
APP-00677,US,US_East,18-24,Self-employed,46925,0.224,2.1,1,0.294,0,0,0.461,10900,Group_A,0.7463,1,0.3864,Declined
APP-00678,US,US_South,55+,Full-time,52858,0.587,19.9,3,0.403,0,0,0.194,7000,Group_A,0.7662,1,0.4524,Declined
APP-00679,EU,EU_North,35-44,Full-time,32707,0.277,11.9,0,0.607,0,0,0.557,8500,Group_A,0.8204,0,0.4083,Declined
APP-00680,EU,EU_West,35-44,Full-time,109580,0.053,10.4,0,0.186,1,7.6,0.077,26400,Group_A,0.99,1,0.5771,Manual Review
APP-00681,EU,EU_West,25-34,Self-employed,73622,0.296,4.1,1,0.361,0,0,0.39,10900,Group_A,0.8864,1,0.4761,Declined
APP-00682,US,US_South,25-34,Full-time,47316,0.489,10.5,1,0.665,0,0,0.397,9100,Group_B,0.7137,1,0.3288,Declined
APP-00683,US,US_East,55+,Student,17291,0.429,19.9,1,0.472,0,0,0.233,3000,Group_A,0.7286,1,0.3594,Declined
APP-00684,EU,EU_South,25-34,Full-time,98991,0.147,1.6,1,0.234,0,0,0.253,11700,Group_A,0.9175,1,0.5054,Manual Review
APP-00685,EU,EU_West,45-54,Self-employed,77568,0.637,14.1,2,0.268,0,0,0.409,3500,Group_A,0.8919,1,0.4871,Manual Review
APP-00686,EU,EU_South,25-34,Full-time,95798,0.379,3.7,1,0.473,0,0,0.352,12600,Group_A,0.7582,1,0.3931,Declined
APP-00687,EU,EU_West,25-34,Full-time,172512,0.096,8.3,0,0.497,0,0,0.42,30000,Group_A,0.99,1,0.6057,Approved
APP-00688,US,US_East,18-24,Full-time,19463,0.059,3.2,1,0.533,0,0,0.394,5600,Group_A,0.5864,1,0.3631,Declined
APP-00689,EU,EU_West,35-44,Full-time,65883,0.152,11.9,0,0.68,0,0,0.197,11900,Group_A,0.8329,1,0.4932,Manual Review
APP-00690,US,US_East,55+,Full-time,75002,0.02,20.2,1,0.477,1,8.3,0.457,6500,Group_A,0.9879,1,0.6232,Approved
APP-00691,US,US_West,25-34,Part-time,89842,0.633,5.9,1,0.793,0,0,0.742,7400,Group_A,0.5194,0,0.2312,Declined
APP-00692,US,US_Midwest,25-34,Full-time,29923,0.299,3.5,0,0.245,0,0,0.434,8500,Group_B,0.7516,1,0.4232,Declined
APP-00693,US,US_West,25-34,Self-employed,162684,0.114,6.3,1,0.747,1,6.1,0.409,21000,Group_A,0.9851,1,0.6186,Approved
APP-00694,US,US_East,35-44,Part-time,60074,0.338,12.8,2,0.598,1,7.9,0.363,11800,Group_A,0.8674,1,0.4245,Declined
APP-00695,US,US_Midwest,35-44,Full-time,80681,0.08,10.7,0,0.504,0,0,0.135,15700,Group_C,0.9834,1,0.5238,Manual Review
APP-00696,EU,EU_South,45-54,Part-time,54839,0.51,17.1,2,0.547,0,0,0.71,12400,Group_A,0.4572,0,0.1473,Declined
APP-00697,US,US_South,35-44,Self-employed,56757,0.473,9.9,2,0.363,1,9.3,0.447,9600,Group_B,0.9036,1,0.5506,Manual Review
APP-00698,EU,EU_South,35-44,Full-time,144655,0.359,12.9,1,0.282,1,10.5,0.787,22000,Group_A,0.9858,1,0.6028,Approved
APP-00699,US,US_West,25-34,Part-time,24190,0.428,4.9,0,0.328,0,0,0.361,5300,Group_B,0.6699,0,0.3566,Declined
APP-00700,US,US_Midwest,55+,Full-time,80684,0.393,19.6,2,0.513,0,0,0.765,9700,Group_B,0.9001,0,0.5309,Manual Review
APP-00701,US,US_South,25-34,Full-time,62725,0.198,9.1,2,0.457,1,10.9,0.424,10000,Group_A,0.894,1,0.5315,Manual Review
APP-00702,US,US_South,18-24,Part-time,21156,0.508,0,1,0.764,0,0,0.446,4400,Group_C,0.2531,1,0.0318,Declined
APP-00703,US,US_West,35-44,Full-time,260000,0.377,9.1,1,0.562,0,0,0.443,30000,Group_A,0.99,1,0.6124,Approved
APP-00704,US,US_East,35-44,Full-time,108992,0.27,8.4,0,0.68,0,0,0.365,25700,Group_A,0.9738,1,0.517,Manual Review
APP-00705,US,US_West,25-34,Full-time,82351,0.557,4.7,0,0.426,0,0,0.381,18500,Group_B,0.8135,0,0.4167,Declined
APP-00706,EU,EU_North,25-34,Part-time,65285,0.582,0.2,1,0.562,0,0,0.37,8000,Group_B,0.431,0,0.1089,Declined
APP-00707,US,US_South,45-54,Student,21961,0.197,17,1,0.8,1,5.8,0.167,3600,Group_A,0.7445,1,0.3576,Declined
APP-00708,EU,EU_North,25-34,Full-time,164051,0.09,6.3,1,0.149,0,0,0.47,15700,Group_A,0.99,1,0.6033,Approved
APP-00709,US,US_East,45-54,Self-employed,28270,0.11,18.5,0,0.236,1,6.8,0.549,4600,Group_A,0.9682,1,0.5725,Manual Review
APP-00710,EU,EU_South,35-44,Student,27767,0.235,9.5,0,0.749,0,0,0.34,3400,Group_A,0.643,1,0.3022,Declined
APP-00711,EU,EU_Central,25-34,Full-time,50829,0.386,3.9,0,0.574,0,0,0.324,10200,Group_B,0.8765,0,0.4509,Declined
APP-00712,EU,EU_West,35-44,Full-time,117270,0.659,13.5,0,0.84,0,0,0.685,7700,Group_A,0.9523,1,0.5523,Manual Review
APP-00713,US,US_Midwest,25-34,Self-employed,75121,0.307,9.5,1,0.33,1,6.6,0.624,8400,Group_A,0.9684,1,0.5429,Manual Review
APP-00714,US,US_West,45-54,Part-time,55615,0.372,14.5,1,0.246,0,0,0.284,9800,Group_A,0.7891,1,0.3977,Declined
APP-00715,US,US_South,35-44,Student,39032,0.463,11.4,3,0.41,1,5.8,0.629,4900,Group_A,0.4494,1,0.1297,Declined
APP-00716,EU,EU_Central,25-34,Full-time,48016,0.326,7.1,0,0.766,1,5.7,0.489,2800,Group_A,0.7968,0,0.4084,Declined
APP-00717,EU,EU_North,35-44,Full-time,38564,0.214,9.6,0,0.752,0,0,0.368,4700,Group_B,0.9614,1,0.4802,Manual Review
APP-00718,EU,EU_South,55+,Full-time,106662,0.198,19.4,0,0.317,1,8.5,0.155,16700,Group_C,0.99,1,0.6334,Approved
APP-00719,US,US_South,25-34,Full-time,85387,0.403,7.1,0,0.728,0,0,0.189,14800,Group_B,0.9499,1,0.5205,Manual Review
APP-00720,EU,EU_North,55+,Full-time,168132,0.182,16.8,0,0.595,1,9.4,0.367,19500,Group_A,0.99,1,0.7104,Approved
APP-00721,EU,EU_West,25-34,Part-time,30535,0.304,4.6,1,0.488,0,0,0.448,5800,Group_C,0.5076,0,0.1693,Declined
APP-00722,US,US_South,18-24,Full-time,58399,0.258,1.3,1,0.306,0,0,0.213,5600,Group_B,0.8005,1,0.3869,Declined
APP-00723,US,US_East,25-34,Part-time,34436,0.537,5.3,1,0.554,1,5.5,0.852,1600,Group_B,0.4848,0,0.1997,Declined
APP-00724,EU,EU_North,25-34,Full-time,127404,0.115,9.5,0,0.086,0,0,0.517,12400,Group_A,0.99,1,0.6013,Approved
APP-00725,EU,EU_Central,25-34,Self-employed,107830,0.221,9.1,0,0.327,1,5.5,0.264,19900,Group_A,0.9788,1,0.5364,Manual Review
APP-00726,EU,EU_South,18-24,Full-time,56104,0.609,1.9,1,0.538,1,2.2,0.262,2600,Group_A,0.5057,0,0.2644,Declined
APP-00727,US,US_West,55+,Full-time,70735,0.377,23.9,1,0.254,0,0,0.384,3900,Group_A,0.9804,1,0.5627,Manual Review
APP-00728,EU,EU_West,45-54,Full-time,147556,0.111,14.4,0,0.275,0,0,0.412,7100,Group_A,0.99,1,0.6106,Approved
APP-00729,US,US_West,45-54,Unemployed,50130,0.46,18,2,0.346,1,8.8,0.673,7900,Group_A,0.7667,1,0.3835,Declined
APP-00730,US,US_West,25-34,Part-time,34308,0.214,10.5,2,0.242,1,9.4,0.528,6100,Group_A,0.871,0,0.5265,Manual Review
APP-00731,US,US_East,25-34,Full-time,34381,0.706,7,2,0.871,0,0,0.518,5100,Group_B,0.2649,1,0.0104,Declined
APP-00732,EU,EU_South,18-24,Full-time,44805,0.094,2.7,0,0.642,1,2.3,0.536,6900,Group_A,0.7837,1,0.3551,Declined
APP-00733,EU,EU_West,45-54,Student,82337,0.215,15.3,0,0.349,1,9,0.756,20500,Group_A,0.9393,1,0.543,Manual Review
APP-00734,US,US_West,55+,Full-time,128851,0.377,16.6,0,0.445,0,0,0.439,26900,Group_C,0.99,1,0.6154,Approved
APP-00735,US,US_West,25-34,Full-time,42187,0.171,6.2,2,0.476,1,8.1,0.475,10300,Group_C,0.7507,1,0.4288,Declined
APP-00736,EU,EU_Central,18-24,Full-time,25281,0.554,0,3,0.471,0,0,0.23,3200,Group_B,0.1103,1,0,Declined
APP-00737,US,US_West,35-44,Unemployed,58501,0.485,8.3,1,0.413,1,4.1,0.98,6500,Group_C,0.7374,1,0.3544,Declined
APP-00738,EU,EU_West,25-34,Full-time,44728,0.467,3.9,1,0.472,0,0,0.542,7200,Group_A,0.6805,0,0.3054,Declined
APP-00739,US,US_East,25-34,Full-time,87517,0.115,4.5,0,0.089,0,0,0.144,9300,Group_C,0.9445,1,0.661,Approved
APP-00740,US,US_Midwest,35-44,Student,29742,0.204,10.9,5,0.353,1,4.5,0.41,5700,Group_A,0.7706,1,0.4355,Declined
APP-00741,US,US_Midwest,45-54,Full-time,198236,0.02,16.6,0,0.4,0,0,0.247,30000,Group_A,0.99,1,0.6946,Approved
APP-00742,US,US_West,18-24,Full-time,36070,0.237,1.2,1,0.237,0,0,0.587,7100,Group_A,0.7604,1,0.3053,Declined
APP-00743,EU,EU_North,18-24,Full-time,85342,0.238,4.9,0,0.313,1,6.4,0.507,10100,Group_A,0.9867,1,0.5514,Manual Review
APP-00744,US,US_East,55+,Student,38939,0.639,20.5,1,0.583,0,0,0.312,3700,Group_A,0.792,0,0.3617,Declined
APP-00745,US,US_Midwest,25-34,Full-time,70001,0.103,2.6,1,0.621,0,0,0.493,14600,Group_B,0.8531,1,0.4246,Declined
APP-00746,EU,EU_North,18-24,Unemployed,12000,0.59,0.8,3,0.505,0,0,0.657,4500,Group_B,0.0208,0,0,Declined
APP-00747,US,US_East,25-34,Self-employed,21173,0.414,8.6,0,0.45,0,0,0.464,6400,Group_B,0.8669,1,0.4343,Declined
APP-00748,US,US_East,18-24,Full-time,46196,0.099,3.2,0,0.194,1,2.7,0.471,5800,Group_A,0.947,1,0.5412,Manual Review
APP-00749,EU,EU_West,25-34,Unemployed,27327,0.476,3.5,3,0.481,0,0,0.642,6700,Group_B,0.0539,0,0,Declined
APP-00750,EU,EU_West,45-54,Full-time,48367,0.401,10.4,1,0.524,1,6.3,0.333,12600,Group_B,0.9294,1,0.4397,Declined
APP-00751,US,US_Midwest,25-34,Full-time,45683,0.188,6,0,0.368,0,0,0.393,6600,Group_A,0.873,0,0.477,Declined
APP-00752,EU,EU_West,35-44,Full-time,97392,0.086,9.3,0,0.099,0,0,0.485,13000,Group_B,0.9787,1,0.6011,Approved
APP-00753,EU,EU_West,35-44,Full-time,116278,0.504,10.1,1,0.496,0,0,0.331,23900,Group_A,0.9038,1,0.4387,Declined
APP-00754,US,US_East,35-44,Full-time,84836,0.57,7.3,1,0.366,0,0,0.342,14800,Group_A,0.8395,0,0.476,Declined
APP-00755,US,US_South,45-54,Full-time,126962,0.447,13.1,1,0.179,0,0,0.364,26200,Group_C,0.985,1,0.5789,Manual Review
APP-00756,EU,EU_Central,45-54,Full-time,56452,0.375,19.2,3,0.297,1,10.1,0.304,14600,Group_A,0.861,1,0.4839,Manual Review
APP-00757,EU,EU_West,18-24,Part-time,27214,0.308,5.7,1,0.577,0,0,0.506,8800,Group_A,0.5057,1,0.2233,Declined
APP-00758,US,US_West,45-54,Full-time,187606,0.299,13,0,0.279,0,0,0.402,30000,Group_C,0.99,1,0.6661,Approved
APP-00759,EU,EU_West,35-44,Unemployed,30525,0.489,10.3,1,0.568,0,0,0.437,2700,Group_B,0.4924,1,0.2313,Declined
APP-00760,EU,EU_North,55+,Full-time,87232,0.41,18.4,0,0.447,1,5.5,0.209,13600,Group_A,0.9888,1,0.5384,Manual Review
APP-00761,US,US_East,35-44,Full-time,254774,0.253,14.1,1,0.383,1,7.3,0.378,16100,Group_A,0.99,1,0.7183,Approved
APP-00762,US,US_Midwest,55+,Full-time,43905,0.101,21.5,0,0.242,0,0,0.321,8400,Group_A,0.9425,1,0.5793,Manual Review
APP-00763,US,US_Midwest,45-54,Full-time,114842,0.164,15.9,3,0.635,1,9.5,0.536,18800,Group_B,0.9857,1,0.6298,Approved
APP-00764,EU,EU_Central,25-34,Full-time,157660,0.48,2.7,0,0.804,1,1.8,0.201,19800,Group_A,0.9858,1,0.5809,Approved
APP-00765,US,US_East,35-44,Part-time,48825,0.136,12.5,0,0.391,0,0,0.358,4500,Group_A,0.9694,1,0.6179,Approved
APP-00766,EU,EU_Central,55+,Student,49238,0.496,20,1,0.537,1,5.9,0.253,8100,Group_C,0.856,1,0.4359,Declined
APP-00767,EU,EU_South,45-54,Unemployed,24086,0.315,17.9,5,0.24,0,0,0.264,500,Group_A,0.5478,0,0.3426,Declined
APP-00768,EU,EU_West,18-24,Full-time,37455,0.02,4.5,1,0.322,1,4.8,0.373,6400,Group_A,0.5757,1,0.3265,Declined
APP-00769,US,US_West,35-44,Student,46667,0.478,11.1,0,0.471,0,0,0.51,7000,Group_A,0.7907,1,0.4474,Declined
APP-00770,EU,EU_West,25-34,Full-time,89512,0.394,3,0,0.298,1,3.2,0.281,16400,Group_B,0.9642,1,0.5663,Manual Review
APP-00771,US,US_West,18-24,Full-time,84485,0.231,4.2,1,0.739,0,0,0.268,3700,Group_A,0.791,1,0.4366,Declined
APP-00772,EU,EU_West,25-34,Student,65698,0.267,6.4,2,0.454,0,0,0.366,5500,Group_A,0.8197,1,0.3967,Declined
APP-00773,US,US_Midwest,25-34,Self-employed,55351,0.661,2.4,0,0.637,1,2.5,0.364,12600,Group_B,0.5463,0,0.2682,Declined
APP-00774,US,US_West,45-54,Full-time,163844,0.256,14,1,0.4,1,8.3,0.252,12400,Group_A,0.99,1,0.6549,Approved
APP-00775,EU,EU_Central,25-34,Full-time,63919,0.196,3.3,1,0.497,1,3,0.219,11500,Group_A,0.849,0,0.3967,Declined
APP-00776,US,US_East,45-54,Full-time,143701,0.088,14.9,1,0.279,1,8,0.488,29400,Group_A,0.99,1,0.6371,Approved
APP-00777,US,US_South,18-24,Part-time,35067,0.177,4.9,3,0.506,0,0,0.483,3900,Group_A,0.3374,0,0.0974,Declined
APP-00778,EU,EU_West,25-34,Full-time,91122,0.37,6.9,1,0.318,1,7.9,0.457,11100,Group_A,0.9036,1,0.4567,Declined
APP-00779,EU,EU_South,25-34,Unemployed,35303,0.351,5.3,1,0.647,0,0,0.403,5200,Group_A,0.2841,1,0.1386,Declined
APP-00780,EU,EU_West,25-34,Full-time,36217,0.02,8.3,0,0.273,0,0,0.227,7900,Group_A,0.9098,1,0.4709,Declined
APP-00781,EU,EU_West,18-24,Full-time,30763,0.138,0.7,0,0.48,0,0,0.228,2600,Group_A,0.784,1,0.3499,Declined
APP-00782,US,US_South,25-34,Full-time,65442,0.493,4.5,2,0.512,1,1.1,0.207,7500,Group_B,0.7574,1,0.4512,Declined
APP-00783,US,US_West,35-44,Full-time,39426,0.367,9.6,0,0.298,0,0,0.276,3500,Group_C,0.7781,0,0.4097,Declined
APP-00784,US,US_Midwest,25-34,Full-time,90837,0.226,6,1,0.685,0,0,0.568,7200,Group_B,0.8998,1,0.5198,Manual Review
APP-00785,US,US_Midwest,25-34,Part-time,64495,0.735,2,2,0.554,0,0,0.591,8200,Group_C,0.3313,0,0.1459,Declined
APP-00786,EU,EU_North,25-34,Student,37561,0.183,4.6,1,0.418,1,5,0.277,6600,Group_A,0.6209,0,0.355,Declined
APP-00787,EU,EU_North,45-54,Student,23462,0.185,11.4,0,0.528,0,0,0.473,5100,Group_C,0.7713,0,0.4248,Declined
APP-00788,US,US_South,55+,Part-time,96017,0.136,20.4,0,0.551,0,0,0.703,6000,Group_A,0.9765,1,0.6143,Approved
APP-00789,US,US_East,35-44,Student,91610,0.253,12.7,1,0.646,0,0,0.587,6500,Group_C,0.8987,1,0.5383,Manual Review
APP-00790,EU,EU_South,25-34,Full-time,74354,0.365,4.4,1,0.368,0,0,0.283,9100,Group_C,0.7809,1,0.4136,Declined
APP-00791,US,US_South,18-24,Part-time,33683,0.315,0,3,0.317,0,0,0.389,5400,Group_B,0.2653,1,0.1177,Declined
APP-00792,EU,EU_West,55+,Full-time,84227,0.232,21.9,2,0.385,0,0,0.423,20700,Group_C,0.9624,1,0.5834,Approved
APP-00793,US,US_East,18-24,Full-time,54282,0.089,2.7,2,0.595,0,0,0.475,4500,Group_B,0.8861,1,0.4569,Declined
APP-00794,EU,EU_South,25-34,Full-time,70658,0.488,6.3,2,0.851,1,5.5,0.34,6400,Group_A,0.6646,1,0.3794,Declined
APP-00795,US,US_West,25-34,Full-time,73412,0.441,8,3,0.582,1,8.3,0.197,10600,Group_A,0.8741,0,0.4266,Declined
APP-00796,EU,EU_North,25-34,Full-time,93934,0.267,1.9,0,0.155,0,0,0.329,14300,Group_B,0.9767,1,0.5704,Manual Review
APP-00797,EU,EU_West,25-34,Unemployed,83840,0.362,9.5,2,0.799,1,7.6,0.499,16400,Group_A,0.5153,0,0.2761,Declined
APP-00798,EU,EU_North,45-54,Full-time,42740,0.315,18.5,0,0.541,1,8,0.206,6200,Group_B,0.9416,1,0.5559,Manual Review
APP-00799,EU,EU_West,25-34,Full-time,66416,0.314,6.6,0,0.362,1,6.8,0.527,11600,Group_C,0.9662,1,0.5514,Manual Review
APP-00800,EU,EU_North,35-44,Full-time,53064,0.27,6.4,0,0.405,0,0,0.25,5200,Group_A,0.8877,1,0.4375,Declined
APP-00801,EU,EU_South,25-34,Full-time,127924,0.343,3.1,2,0.48,0,0,0.378,11900,Group_B,0.8971,1,0.5114,Manual Review
APP-00802,US,US_West,18-24,Full-time,36550,0.225,2.8,0,0.729,0,0,0.351,6000,Group_C,0.7954,0,0.4013,Declined
APP-00803,EU,EU_North,55+,Full-time,40177,0.108,19.1,0,0.563,0,0,0.218,6600,Group_C,0.9767,1,0.6202,Approved
APP-00804,EU,EU_Central,25-34,Full-time,92743,0.3,8.3,0,0.172,0,0,0.617,15600,Group_C,0.9534,1,0.6028,Approved
APP-00805,US,US_Midwest,45-54,Full-time,209921,0.174,17.3,1,0.402,0,0,0.442,19800,Group_A,0.99,1,0.7403,Approved
APP-00806,EU,EU_Central,35-44,Part-time,71098,0.36,8.4,1,0.287,1,10.3,0.312,14800,Group_C,0.647,1,0.3273,Declined
APP-00807,EU,EU_North,18-24,Part-time,29354,0.205,0.4,5,0.646,0,0,0.359,7400,Group_B,0.1248,0,0,Declined
APP-00808,EU,EU_South,55+,Full-time,99072,0.181,19,2,0.567,0,0,0.207,21200,Group_A,0.9595,1,0.5961,Approved
APP-00809,US,US_East,25-34,Full-time,140939,0.123,6.1,0,0.248,1,7.7,0.185,15600,Group_A,0.9893,1,0.6758,Approved
APP-00810,US,US_East,45-54,Full-time,54151,0.42,12.6,1,0.511,1,5.3,0.442,3000,Group_B,0.8368,1,0.4425,Declined
APP-00811,EU,EU_West,25-34,Part-time,44392,0.356,9.1,2,0.729,0,0,0.528,5900,Group_A,0.4074,1,0.1475,Declined
APP-00812,EU,EU_North,45-54,Full-time,65461,0.205,18.5,0,0.551,0,0,0.332,8000,Group_B,0.9676,1,0.5123,Manual Review
APP-00813,US,US_South,18-24,Full-time,25279,0.22,0,1,0.387,0,0,0.437,4200,Group_B,0.5161,1,0.2554,Declined
APP-00814,EU,EU_West,35-44,Part-time,48748,0.397,6.8,0,0.406,0,0,0.459,9700,Group_A,0.7888,1,0.4142,Declined
APP-00815,EU,EU_South,45-54,Full-time,132111,0.361,13.3,1,0.466,1,8.4,0.46,13200,Group_B,0.985,1,0.5806,Approved
APP-00816,US,US_South,55+,Full-time,89128,0.304,15.5,0,0.76,1,9.1,0.293,15300,Group_B,0.9881,1,0.6033,Approved
APP-00817,EU,EU_South,55+,Full-time,110131,0.321,21.1,0,0.34,0,0,0.518,22400,Group_A,0.9836,1,0.6268,Approved
APP-00818,US,US_West,45-54,Student,44469,0.551,17.6,0,0.71,0,0,0.523,6600,Group_A,0.8976,1,0.4729,Declined
APP-00819,US,US_Midwest,45-54,Student,52687,0.238,19.3,1,0.184,0,0,0.396,6700,Group_A,0.9604,1,0.6208,Approved
APP-00820,US,US_West,25-34,Self-employed,47485,0.093,6.9,0,0.46,1,9.5,0.458,7900,Group_A,0.9665,1,0.6296,Approved
APP-00821,EU,EU_West,25-34,Full-time,60544,0.359,5.1,0,0.208,0,0,0.242,12100,Group_C,0.899,1,0.4835,Manual Review
APP-00822,US,US_South,25-34,Full-time,81292,0.153,2.1,1,0.499,0,0,0.248,18700,Group_A,0.863,1,0.4404,Declined
APP-00823,US,US_East,25-34,Unemployed,27706,0.561,4.4,1,0.689,0,0,0.453,6500,Group_B,0.1622,0,0,Declined
APP-00824,US,US_East,25-34,Unemployed,33699,0.528,6.7,2,0.381,0,0,0.398,8200,Group_A,0.563,0,0.2767,Declined
APP-00825,US,US_South,35-44,Full-time,84813,0.275,12.4,3,0.698,0,0,0.666,13300,Group_A,0.8776,1,0.4345,Declined
APP-00826,EU,EU_West,25-34,Part-time,33013,0.305,2.7,1,0.614,0,0,0.464,500,Group_B,0.3004,0,0.0953,Declined
APP-00827,US,US_Midwest,35-44,Full-time,260000,0.058,7.8,1,0.313,1,8.3,0.619,30000,Group_B,0.99,1,0.7015,Approved
APP-00828,US,US_West,25-34,Full-time,112135,0.073,3.2,2,0.533,0,0,0.167,24200,Group_A,0.895,1,0.5782,Manual Review
APP-00829,EU,EU_North,25-34,Self-employed,81989,0.148,1.5,0,0.086,0,0,0.454,11200,Group_A,0.9428,1,0.6065,Approved
APP-00830,US,US_West,35-44,Full-time,81268,0.304,8.6,1,0.743,1,8.3,0.284,8100,Group_A,0.9461,1,0.4473,Declined
APP-00831,US,US_West,45-54,Student,33982,0.607,12.5,2,0.314,1,6.5,0.376,7600,Group_A,0.7631,1,0.4487,Declined
APP-00832,US,US_West,45-54,Full-time,75664,0.166,14.5,1,0.227,1,8.5,0.282,17600,Group_B,0.9796,1,0.55,Manual Review
APP-00833,US,US_South,35-44,Full-time,102974,0.267,9.9,0,0.12,0,0,0.36,6800,Group_A,0.9757,1,0.612,Approved
APP-00834,US,US_Midwest,25-34,Student,13909,0.295,5.3,2,0.456,0,0,0.876,3800,Group_A,0.2695,0,0.0617,Declined
APP-00835,US,US_South,35-44,Student,19367,0.221,8.8,1,0.18,1,11.1,0.421,2000,Group_A,0.8781,1,0.467,Declined
APP-00836,US,US_East,18-24,Full-time,35751,0.387,0,1,0.597,1,0,0.653,8100,Group_C,0.5879,1,0.2149,Declined
APP-00837,EU,EU_North,25-34,Full-time,76391,0.452,8.8,1,0.495,1,9.8,0.561,14400,Group_C,0.8754,1,0.5392,Manual Review
APP-00838,US,US_Midwest,25-34,Self-employed,61130,0.328,4.3,0,0.199,1,3.9,0.253,14100,Group_A,0.7225,1,0.4001,Declined
APP-00839,EU,EU_Central,18-24,Full-time,83153,0.414,0,3,0.493,0,0,0.532,7300,Group_B,0.1806,0,0.0626,Declined
APP-00840,EU,EU_West,25-34,Unemployed,14974,0.431,3.3,2,0.367,1,2.4,0.665,1900,Group_A,0.2381,0,0.0223,Declined
APP-00841,US,US_Midwest,55+,Student,25552,0.333,23.1,0,0.613,1,8.2,0.808,5200,Group_A,0.7695,1,0.3812,Declined
APP-00842,EU,EU_Central,55+,Full-time,136886,0.531,19.1,0,0.331,0,0,0.721,9900,Group_B,0.9797,1,0.6017,Approved
APP-00843,US,US_East,25-34,Full-time,73822,0.102,3.7,0,0.3,0,0,0.285,8700,Group_C,0.9329,1,0.5635,Manual Review
APP-00844,EU,EU_Central,18-24,Full-time,70905,0.112,0.6,0,0.288,0,0,0.234,7000,Group_C,0.9782,1,0.5501,Manual Review
APP-00845,US,US_East,25-34,Student,68386,0.166,8,2,0.436,0,0,0.385,13200,Group_B,0.802,1,0.4884,Manual Review
APP-00846,US,US_South,25-34,Full-time,54567,0.299,6.3,0,0.32,0,0,0.483,8200,Group_A,0.9085,1,0.5085,Manual Review
APP-00847,US,US_South,55+,Full-time,66050,0.408,18.4,1,0.741,1,8.2,0.279,11100,Group_B,0.9469,1,0.5223,Manual Review
APP-00848,EU,EU_South,25-34,Full-time,65960,0.244,4.4,0,0.567,1,3.7,0.58,9300,Group_A,0.6124,1,0.3492,Declined
APP-00849,US,US_West,45-54,Self-employed,30406,0.407,9.6,1,0.558,1,11,0.826,4100,Group_B,0.576,0,0.2819,Declined
APP-00850,EU,EU_West,18-24,Full-time,44366,0.122,2.1,0,0.675,0,0,0.13,6000,Group_A,0.6722,1,0.3792,Declined
APP-00851,US,US_South,55+,Full-time,102677,0.238,19.5,0,0.137,0,0,0.251,8000,Group_B,0.99,1,0.6699,Approved
